SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
22-AUG-2020,2,17699,20262,16465,3342,6527,0,13240,0,565,-1038,0,-147,-52,217,-261,0,0,0,0
22-AUG-2020,3,17215,20161,16020,3335,6527,0,13240,0,659,-1373,0,-234,59,304,-180,0,0,0,0
22-AUG-2020,4,16983,19799,15890,3327,6527,0,13240,0,515,-1386,0,-238,21,305,-177,0,0,0,0
22-AUG-2020,5,16576,19891,15522,3229,6527,0,13240,0,979,-1384,0,-249,76,222,-203,0,0,0,0
22-AUG-2020,6,16188,19711,15111,3120,6527,0,13240,0,1186,-1384,0,-249,54,160,-204,0,0,0,0
22-AUG-2020,7,16127,19752,15037,3120,6527,0,13240,0,1095,-1384,0,-210,83,145,-436,0,0,0,0
22-AUG-2020,8,16048,19721,14889,3098,6527,0,13240,0,1137,-1384,0,-208,83,76,-444,0,0,0,0
22-AUG-2020,9,16169,19604,15011,3001,6527,0,13240,0,1091,-1384,0,-229,63,118,-231,0,0,0,0
22-AUG-2020,10,16167,19452,14994,2909,6527,0,13240,0,947,-1384,0,-230,55,187,-224,0,0,0,0
22-AUG-2020,11,16567,19489,15340,2832,6527,0,13240,0,477,-1293,0,-177,63,337,-475,0,0,0,0
22-AUG-2020,12,16810,19553,15548,2770,6527,0,13240,0,298,-1287,0,-174,83,447,-484,0,0,0,0
22-AUG-2020,13,17508,19866,16216,2713,6527,19,13240,0,369,-828,0,-174,83,504,-487,0,0,0,0
22-AUG-2020,14,18043,20222,16709,2668,6527,234,13240,0,226,-793,0,-173,70,479,-487,0,0,0,0
22-AUG-2020,15,19137,20347,17688,2825,6527,666,13240,0,115,-53,0,434,-52,356,-490,0,0,0,0
22-AUG-2020,16,19846,20843,18263,3005,6527,1259,13240,0,14,-12,0,498,51,324,-471,0,0,0,0
22-AUG-2020,17,20634,21200,18939,3199,6527,1772,13240,0,14,310,0,436,-52,181,344,0,0,0,0
22-AUG-2020,18,21140,21650,19359,3371,6527,2352,13240,0,10,379,0,434,51,146,393,0,0,0,0
22-AUG-2020,19,21478,22003,19612,3433,6527,2836,13240,0,9,326,0,445,-16,21,678,0,0,0,0
22-AUG-2020,20,21695,22324,19777,3489,6527,3484,13240,0,71,357,0,428,-58,0,688,0,0,0,0
22-AUG-2020,21,21552,22358,19587,3550,6527,4019,13240,0,9,744,0,-95,-202,0,593,0,0,0,0
22-AUG-2020,22,21207,22101,19288,3598,6527,4576,13240,0,54,756,0,-103,-237,0,589,0,0,0,0
22-AUG-2020,23,21038,21906,19107,3676,6527,5065,13240,0,9,774,0,-136,-223,0,660,0,0,0,0
22-AUG-2020,24,20765,21488,18884,3739,6527,5761,13240,0,8,772,0,-138,-77,0,662,0,0,0,0
22-AUG-2020,25,20512,21158,18589,3836,6527,6243,13240,0,8,774,0,-138,49,0,663,0,0,0,0
22-AUG-2020,26,20121,20916,18265,3909,6527,6320,13240,0,157,755,0,-138,62,0,663,0,0,0,0
22-AUG-2020,27,19709,20279,17906,3995,6527,6526,13240,0,70,131,0,579,64,0,686,0,0,0,0
22-AUG-2020,28,18919,19576,17187,4050,6527,6538,13240,0,105,78,0,690,-52,0,688,0,0,0,0
22-AUG-2020,29,18658,19643,16990,3925,6527,6226,13240,0,128,-328,0,621,37,-29,688,0,0,0,0
22-AUG-2020,30,18732,19915,17054,3781,6527,6160,13240,0,304,-345,0,618,-2,-32,688,0,0,0,0
22-AUG-2020,31,19008,19814,17272,3771,6527,5532,13240,0,63,-223,0,687,-20,66,688,0,0,0,0
22-AUG-2020,32,19433,20172,17647,3736,6527,4517,13240,0,18,-201,0,690,-20,218,688,0,0,0,0
22-AUG-2020,33,20446,20985,18540,3744,6527,3735,13240,0,18,641,0,690,-21,297,747,0,0,0,0
22-AUG-2020,34,21744,22294,19676,3728,6527,3194,13240,0,15,694,0,690,-35,293,749,0,0,0,0
22-AUG-2020,35,22917,23488,20705,3520,6527,2523,13240,0,16,738,0,734,-55,292,732,0,0,0,0
22-AUG-2020,36,23815,24383,21535,3289,6527,1809,13240,0,13,740,0,729,-55,293,732,0,0,0,0
22-AUG-2020,37,24627,25188,22301,3094,6527,1032,13240,0,6,812,0,800,-55,292,802,0,0,0,0
22-AUG-2020,38,24992,25555,22680,2892,6527,803,13240,0,8,814,0,804,-55,292,804,0,0,0,0
22-AUG-2020,39,25075,25635,22785,2727,6527,371,13240,0,5,814,0,804,-55,291,804,0,0,0,0
22-AUG-2020,40,25087,25655,22793,2557,6527,78,13240,0,13,814,0,805,-55,291,804,0,0,0,0
22-AUG-2020,41,24907,25476,22671,2471,6527,0,13240,0,14,814,0,804,-55,292,804,0,0,0,0
22-AUG-2020,42,25177,25697,22949,2389,6527,0,13240,0,11,814,0,805,-9,292,804,0,0,0,0
22-AUG-2020,43,24788,25296,22583,2350,6527,0,13240,0,8,790,0,783,69,249,781,0,0,0,0
22-AUG-2020,44,23785,24295,21656,2337,6527,0,13240,0,10,789,0,782,94,233,780,0,0,0,0
22-AUG-2020,45,23020,23531,20968,2439,6527,0,13240,0,11,699,0,693,49,274,691,0,0,0,0
22-AUG-2020,46,21914,22468,19965,2565,6527,0,13240,0,17,693,0,689,-37,275,688,0,0,0,0
22-AUG-2020,47,20827,21347,19014,2494,6527,0,13240,0,20,546,0,689,11,274,688,0,0,0,0
22-AUG-2020,48,19732,20535,18065,2430,6527,0,13240,0,303,535,0,688,97,251,688,0,0,0,0
23-AUG-2020,1,18785,19321,17239,2360,6527,0,13240,0,22,-14,0,318,97,152,687,0,0,0,0
23-AUG-2020,2,18188,18742,16733,2288,6527,0,13240,0,16,-38,0,302,97,18,686,0,0,0,0
23-AUG-2020,3,17735,18494,16321,2268,6527,0,13240,0,203,-56,0,205,59,0,688,0,0,0,0
23-AUG-2020,4,17386,18316,16069,2269,6527,0,13240,0,373,-57,0,201,45,0,688,0,0,0,0
23-AUG-2020,5,17098,18062,15834,2201,6527,0,13240,0,372,-56,0,201,-36,0,683,0,0,0,0
23-AUG-2020,6,16728,17953,15493,2148,6527,0,13240,0,601,-56,0,201,-68,0,683,0,0,0,0
23-AUG-2020,7,16480,17825,15290,2073,6527,0,13240,0,480,-202,0,345,-163,0,677,0,0,0,0
23-AUG-2020,8,16412,17611,15196,2012,6527,0,13240,0,393,-207,0,351,-99,0,677,0,0,0,0
23-AUG-2020,9,16404,17248,15159,2000,6527,0,13240,0,235,-109,0,351,42,0,666,0,0,0,0
23-AUG-2020,10,16389,17083,15100,2036,6527,0,13240,0,90,-104,0,342,82,0,666,0,0,0,0
23-AUG-2020,11,16643,17230,15303,1926,6527,0,13240,0,87,230,0,3,92,0,639,0,0,0,0
23-AUG-2020,12,16734,17319,15389,1845,6527,0,13240,0,85,244,0,0,98,14,638,0,0,0,0
23-AUG-2020,13,17132,17814,15735,1713,6527,11,13240,0,84,272,0,-98,98,143,666,0,0,0,0
23-AUG-2020,14,17529,18213,16054,1617,6527,202,13240,0,80,273,0,-104,98,263,667,0,0,0,0
23-AUG-2020,15,18375,18955,16794,1626,6527,606,13240,0,80,30,0,167,98,183,592,0,0,0,0
23-AUG-2020,16,19073,19653,17399,1681,6527,998,13240,0,80,21,0,180,98,243,589,0,0,0,0
23-AUG-2020,17,20032,20557,18190,1767,6527,1444,13240,0,25,46,0,206,98,275,638,0,0,0,0
23-AUG-2020,18,20818,21328,18832,1902,6527,1923,13240,0,10,52,0,210,98,275,639,0,0,0,0
23-AUG-2020,19,21819,22328,19659,1837,6527,2468,13240,0,9,577,0,667,98,274,686,0,0,0,0
23-AUG-2020,20,22587,23093,20295,1790,6527,2670,13240,0,6,601,0,690,98,275,687,0,0,0,0
23-AUG-2020,21,23070,23576,20669,1764,6527,2713,13240,0,6,600,0,800,108,274,799,0,0,0,0
23-AUG-2020,22,23357,23863,20904,1756,6527,2926,13240,0,6,600,0,804,187,306,803,0,0,0,0
23-AUG-2020,23,23843,24348,21287,1682,6527,3213,13240,0,5,599,0,803,235,336,804,0,0,0,0
23-AUG-2020,24,24492,24997,21875,1644,6527,3301,13240,0,5,599,0,804,196,328,804,0,0,0,0
23-AUG-2020,25,24823,25329,22146,1696,6527,3940,13240,0,6,602,0,805,188,329,805,0,0,0,0
23-AUG-2020,26,24600,25106,21926,1788,6527,3615,13240,0,6,603,0,804,178,329,804,0,0,0,0
23-AUG-2020,27,24070,24575,21445,1782,6527,3846,13240,0,5,602,0,805,178,328,804,0,0,0,0
23-AUG-2020,28,23493,23998,20901,1798,6527,3798,13240,0,5,602,0,805,178,329,804,0,0,0,0
23-AUG-2020,29,23383,23887,20814,1793,6527,3851,13240,0,4,602,0,804,186,329,805,0,0,0,0
23-AUG-2020,30,23351,23856,20790,1806,6527,3834,13240,0,5,602,0,804,197,328,804,0,0,0,0
23-AUG-2020,31,23587,24092,20986,1811,6527,3748,13240,0,5,602,0,804,196,288,804,0,0,0,0
23-AUG-2020,32,23862,24372,21253,1850,6527,3931,13240,0,10,619,0,804,197,302,804,0,0,0,0
23-AUG-2020,33,24886,25394,22192,1762,6527,3618,13240,0,8,1405,0,991,175,333,992,0,0,0,0
23-AUG-2020,34,25873,26379,23055,1728,6527,2888,13240,0,6,1453,0,999,125,280,999,0,0,0,0
23-AUG-2020,35,26900,27406,23987,1675,6527,2195,13240,0,6,1452,0,980,98,131,999,0,0,0,0
23-AUG-2020,36,27433,27939,24500,1661,6527,1387,13240,0,6,1452,0,980,98,77,999,0,0,0,0
23-AUG-2020,37,27530,28036,24670,1562,6527,994,13240,0,6,1500,0,998,98,5,998,0,0,0,0
23-AUG-2020,38,27608,28112,24788,1501,6527,557,13240,0,4,1502,0,999,129,0,998,0,0,0,0
23-AUG-2020,39,27427,27930,24659,1365,6527,317,13240,0,3,1502,0,1000,98,0,999,0,0,0,0
23-AUG-2020,40,27236,27780,24516,1264,6527,62,13240,0,3,1502,0,1000,-41,0,999,0,0,0,0
23-AUG-2020,41,26968,27554,24275,1195,6527,0,13240,0,3,1502,0,693,-83,0,998,0,0,0,0
23-AUG-2020,42,27120,27832,24422,1156,6527,0,13240,0,8,1502,0,680,-204,0,998,0,0,0,0
23-AUG-2020,43,26797,27658,24132,1151,6527,0,13240,0,7,1478,0,985,-354,0,999,0,0,0,0
23-AUG-2020,44,25579,26513,23037,1173,6527,0,13240,0,11,1472,0,999,-423,0,999,0,0,0,0
23-AUG-2020,45,24438,25319,22039,1163,6527,0,13240,0,83,954,0,951,-298,20,952,0,0,0,0
23-AUG-2020,46,23118,24056,20801,1178,6527,0,13240,0,131,930,0,949,-307,0,950,0,0,0,0
23-AUG-2020,47,21663,22603,19494,1156,6527,0,13240,0,83,758,0,857,-290,-67,857,0,0,0,0
23-AUG-2020,48,20559,21818,18538,1164,6527,0,13240,0,352,752,0,853,-190,-218,853,0,0,0,0
24-AUG-2020,1,19561,21091,17616,1171,6527,0,13240,0,571,708,0,638,-106,-355,806,0,0,0,0
24-AUG-2020,2,19132,20849,17241,1200,6527,0,13241,0,689,706,0,586,-105,-423,804,0,0,0,0
24-AUG-2020,3,18699,20734,16855,1177,6527,0,13241,0,906,710,0,-144,-105,-380,567,0,0,0,0
24-AUG-2020,4,18586,20641,16793,1178,6527,0,13241,0,920,710,0,-157,-106,-372,558,0,0,0,0
24-AUG-2020,5,18437,20818,16664,1100,6527,0,13241,0,1120,709,0,-254,-106,-401,704,0,0,0,0
24-AUG-2020,6,18052,20474,16281,1038,6527,0,13241,0,1142,710,0,-254,-106,-420,709,0,0,0,0
24-AUG-2020,7,17982,20018,16187,990,6527,0,13241,0,1101,709,0,128,-106,-330,799,0,0,0,0
24-AUG-2020,8,18050,19842,16209,964,6527,0,13241,0,871,709,0,139,-105,-316,802,0,0,0,0
24-AUG-2020,9,18071,19898,16219,904,6527,0,13241,0,616,805,0,-306,-105,-300,590,0,0,0,0
24-AUG-2020,10,18157,19895,16281,872,6527,0,13241,0,545,788,0,-341,-119,-233,561,0,0,0,0
24-AUG-2020,11,18707,20149,16782,816,6527,0,13241,0,73,-57,0,-361,-71,-81,-299,0,0,0,0
24-AUG-2020,12,19680,20999,17690,792,6527,0,13241,0,25,-79,0,-363,63,0,-352,0,0,0,0
24-AUG-2020,13,21244,23089,19116,747,6527,7,13241,0,22,904,0,-776,193,65,-547,0,0,0,0
24-AUG-2020,14,22915,24748,20609,737,6527,146,13241,0,31,975,0,-749,98,161,-553,0,0,0,0
24-AUG-2020,15,25032,25988,22451,733,6527,510,13241,0,91,1111,0,-108,-16,37,-241,0,0,0,0
24-AUG-2020,16,26362,27202,23583,761,6527,1075,13241,0,23,1117,0,-103,50,0,-214,0,0,0,0
24-AUG-2020,17,27843,28612,24917,803,6527,1705,13241,0,15,1489,0,-104,-84,-66,548,0,0,0,0
24-AUG-2020,18,28322,29400,25348,875,6527,2591,13241,0,9,1504,0,-104,-248,-218,591,0,0,0,0
24-AUG-2020,19,28542,29702,25526,874,6527,3306,13241,0,11,1504,0,633,-396,-254,700,0,0,0,0
24-AUG-2020,20,28335,29565,25309,892,6527,4033,13241,0,11,1503,0,763,-455,-264,704,0,0,0,0
24-AUG-2020,21,27908,29097,24888,824,6527,4604,13241,0,12,1504,0,390,-455,-222,552,0,0,0,0
24-AUG-2020,22,27592,28814,24584,786,6527,5245,13241,0,11,1503,0,378,-454,-257,549,0,0,0,0
24-AUG-2020,23,27556,28848,24544,774,6527,5871,13241,0,14,1503,0,951,-454,-324,981,0,0,0,0
24-AUG-2020,24,27425,28829,24434,791,6527,6224,13241,0,11,1503,0,979,-455,-438,999,0,0,0,0
24-AUG-2020,25,27575,28995,24576,770,6527,6207,13241,0,10,1503,0,517,-455,-455,762,0,0,0,0
24-AUG-2020,26,27424,28923,24445,778,6527,6306,13241,0,10,1503,0,494,-455,-534,753,0,0,0,0
24-AUG-2020,27,27193,28688,24238,769,6527,6509,13241,0,6,1503,0,740,-454,-535,895,0,0,0,0
24-AUG-2020,28,26819,28317,23924,807,6527,6525,13241,0,7,1503,0,752,-455,-536,900,0,0,0,0
24-AUG-2020,29,26914,28341,24067,750,6527,6194,13241,0,5,1504,0,660,-455,-467,720,0,0,0,0
24-AUG-2020,30,26904,28234,24098,736,6527,5954,13241,0,7,1503,0,657,-454,-369,713,0,0,0,0
24-AUG-2020,31,26973,28286,24228,703,6527,5512,13241,0,7,1504,0,936,-455,-351,571,0,0,0,0
24-AUG-2020,32,27376,28645,24635,727,6527,4924,13241,0,8,1504,0,949,-409,-352,569,0,0,0,0
24-AUG-2020,33,28223,29436,25425,675,6527,4211,13241,0,7,1503,0,997,-355,-351,1001,0,0,0,0
24-AUG-2020,34,29114,30324,26202,675,6527,3710,13241,0,4,1503,0,999,-355,-351,1019,0,0,0,0
24-AUG-2020,35,30130,31339,27126,599,6527,2904,13241,0,4,1503,0,1054,-354,-351,1019,0,0,0,0
24-AUG-2020,36,30701,31917,27704,584,6527,2174,13241,0,11,1503,0,1056,-354,-351,1019,0,0,0,0
24-AUG-2020,37,31206,32365,28272,548,6527,1411,13241,0,9,1503,0,1056,-299,-351,1019,0,0,0,0
24-AUG-2020,38,31277,32255,28407,568,6527,795,13241,0,7,1503,0,1057,-164,-307,1019,0,0,0,0
24-AUG-2020,39,31258,31946,28466,591,6527,263,13241,0,5,1503,0,1058,1,-183,1019,0,0,0,0
24-AUG-2020,40,31043,31584,28290,655,6527,32,13241,0,8,1503,0,1057,122,-33,1019,0,0,0,0
24-AUG-2020,41,30830,31340,28093,671,6527,0,13241,0,10,1504,0,915,160,116,753,0,0,0,0
24-AUG-2020,42,30667,31181,27927,764,6527,0,13241,0,14,1504,0,909,194,269,743,0,0,0,0
24-AUG-2020,43,29671,30190,26923,791,6527,0,13241,0,19,1392,0,756,232,420,556,0,0,0,0
24-AUG-2020,44,28310,28825,25721,846,6527,0,13241,0,15,1388,0,686,252,504,546,0,0,0,0
24-AUG-2020,45,26719,27333,24287,923,6527,0,13241,0,19,1389,0,-95,252,504,66,0,0,0,0
24-AUG-2020,46,25164,25784,22882,1041,6527,0,13241,0,16,1389,0,-104,252,504,45,0,0,0,0
24-AUG-2020,47,23297,23812,21210,1100,6527,0,13241,0,15,1494,0,789,252,504,57,0,0,0,0
24-AUG-2020,48,21939,22457,19994,1184,6527,0,13241,0,18,1455,0,873,258,504,69,0,0,0,0
25-AUG-2020,1,20822,21494,18988,1312,6527,0,13241,0,15,352,0,-157,303,504,740,0,0,0,0
25-AUG-2020,2,20156,20871,18414,1461,6527,0,13241,0,44,265,0,-171,303,504,761,0,0,0,0
25-AUG-2020,3,19481,20104,17812,1601,6527,0,13241,0,18,141,0,-105,303,504,1,0,0,0,0
25-AUG-2020,4,19215,19874,17604,1770,6527,0,13241,0,13,120,0,-103,303,504,-43,0,0,0,0
25-AUG-2020,5,18831,20311,17271,1841,6527,0,13241,0,138,-676,0,-104,303,504,-62,0,0,0,0
25-AUG-2020,6,18568,20138,17024,1930,6527,0,13241,0,163,-726,0,-110,274,504,-71,0,0,0,0
25-AUG-2020,7,18241,21069,16703,1997,6527,0,13241,0,278,-1030,0,-352,158,504,-668,0,0,0,0
25-AUG-2020,8,18077,21002,16561,2062,6527,0,13241,0,312,-1040,0,-376,144,504,-697,0,0,0,0
25-AUG-2020,9,18003,20784,16540,2287,6527,0,13241,0,224,-691,0,-584,144,504,-782,0,0,0,0
25-AUG-2020,10,18030,21036,16580,2522,6527,0,13241,0,451,-677,0,-593,144,504,-785,0,0,0,0
25-AUG-2020,11,18311,21520,16827,2775,6527,0,13241,0,658,-544,0,-722,144,504,-785,0,0,0,0
25-AUG-2020,12,18887,21723,17390,3009,6527,0,13241,0,295,-529,0,-727,144,504,-785,0,0,0,0
25-AUG-2020,13,20401,22445,18850,3231,6527,0,13241,0,140,132,0,-668,144,504,-736,0,0,0,0
25-AUG-2020,14,21662,23579,19992,3433,6527,13,13241,0,17,173,0,-666,133,504,-734,0,0,0,0
25-AUG-2020,15,23617,25458,21712,3726,6527,96,13241,0,17,681,0,-740,80,504,-584,0,0,0,0
25-AUG-2020,16,25116,26948,23071,3987,6527,152,13241,0,12,700,0,-741,79,504,-579,0,0,0,0
25-AUG-2020,17,26832,28065,24700,4118,6527,273,13241,0,11,207,0,-315,79,504,-407,0,0,0,0
25-AUG-2020,18,27374,28571,25274,4232,6527,441,13241,0,7,184,0,-289,14,504,-401,0,0,0,0
25-AUG-2020,19,27877,28784,25717,4438,6527,862,13241,0,9,254,0,102,-82,504,-316,0,0,0,0
25-AUG-2020,20,27743,28662,25601,4613,6527,1168,13241,0,9,252,0,111,-101,504,-309,0,0,0,0
25-AUG-2020,21,27702,28532,25585,4697,6527,1615,13241,0,5,-240,0,144,-85,504,173,0,0,0,0
25-AUG-2020,22,27801,28637,25710,4752,6527,2170,13241,0,6,-262,0,145,-68,504,195,0,0,0,0
25-AUG-2020,23,27746,28362,25642,4822,6527,2662,13241,0,6,111,0,2,-110,504,102,0,0,0,0
25-AUG-2020,24,27211,27895,25086,4855,6527,3094,13241,0,5,126,0,0,-179,504,99,0,0,0,0
25-AUG-2020,25,27324,28038,25188,4828,6527,3272,13241,0,6,116,0,139,-208,504,99,0,0,0,0
25-AUG-2020,26,27236,27953,25092,4753,6527,3605,13241,0,9,110,0,149,-208,504,99,0,0,0,0
25-AUG-2020,27,26640,27800,24492,4857,6527,3910,13241,0,10,-442,0,338,-208,504,145,0,0,0,0
25-AUG-2020,28,26099,27262,24019,4893,6527,4324,13241,0,10,-469,0,346,-184,504,146,0,0,0,0
25-AUG-2020,29,25858,26995,23798,4914,6527,3835,13241,0,11,-493,0,581,-133,504,264,0,0,0,0
25-AUG-2020,30,25808,26887,23707,4863,6527,3582,13241,0,8,-488,0,556,-83,504,269,0,0,0,0
25-AUG-2020,31,25965,26624,23833,4828,6527,3150,13241,0,6,102,0,-97,-56,504,357,0,0,0,0
25-AUG-2020,32,26212,26880,24037,4748,6527,3129,13241,0,7,139,0,-105,-56,504,360,0,0,0,0
25-AUG-2020,33,26820,27387,24534,4694,6527,2868,13241,0,11,775,0,156,-56,504,489,0,0,0,0
25-AUG-2020,34,27521,28084,25170,4621,6527,2526,13241,0,7,808,0,173,-56,504,495,0,0,0,0
25-AUG-2020,35,28752,29314,26310,4609,6527,2037,13241,0,6,981,0,711,-56,504,840,0,0,0,0
25-AUG-2020,36,29375,29938,26937,4581,6527,1308,13241,0,7,987,0,740,-56,504,853,0,0,0,0
25-AUG-2020,37,29592,30155,27252,4596,6527,849,13241,0,7,982,0,849,-56,504,852,0,0,0,0
25-AUG-2020,38,29483,29996,27235,4607,6527,446,13241,0,13,982,0,853,10,504,853,0,0,0,0
25-AUG-2020,39,29160,29670,27072,4615,6527,166,13241,0,10,869,0,808,81,504,807,0,0,0,0
25-AUG-2020,40,28911,29418,26932,4564,6527,14,13241,0,7,865,0,805,81,504,806,0,0,0,0
25-AUG-2020,41,28674,29180,26734,4597,6527,0,13241,0,6,911,0,805,81,504,804,0,0,0,0
25-AUG-2020,42,28277,28786,26399,4612,6527,0,13241,0,9,892,0,804,81,504,804,0,0,0,0
25-AUG-2020,43,27130,27644,25341,4598,6527,0,13241,0,14,51,0,713,81,504,711,0,0,0,0
25-AUG-2020,44,25474,26035,23854,4577,6527,0,13241,0,18,-43,0,709,81,504,707,0,0,0,0
25-AUG-2020,45,24000,25654,22525,4643,6527,0,13241,0,15,-1139,0,710,81,504,703,0,0,0,0
25-AUG-2020,46,22400,24138,21042,4675,6527,0,13241,0,14,-1224,0,653,81,504,703,0,0,0,0
25-AUG-2020,47,20839,23011,19626,4634,6527,0,13241,0,85,-1207,0,-380,81,436,563,0,0,0,0
25-AUG-2020,48,19469,22037,18343,4568,6527,0,13241,0,430,-1207,0,-431,69,286,556,0,0,0,0
26-AUG-2020,1,18394,21118,17276,4617,6527,0,13241,0,419,-1203,0,-519,-83,134,122,0,0,0,0
26-AUG-2020,2,17713,20720,16627,4640,6527,0,13242,0,582,-1203,0,-522,-184,-16,109,0,0,0,0
26-AUG-2020,3,17094,20901,16062,4566,6527,0,13242,0,1199,-1204,0,-535,-203,-166,646,0,0,0,0
26-AUG-2020,4,16845,20890,15803,4469,6527,0,13242,0,1284,-1204,0,-535,-203,-319,671,0,0,0,0
26-AUG-2020,5,16670,20824,15611,4441,6527,0,13242,0,1286,-1203,0,-536,-202,-427,587,0,0,0,0
26-AUG-2020,6,16352,20507,15242,4381,6527,0,13242,0,1290,-1203,0,-536,-203,-423,584,0,0,0,0
26-AUG-2020,7,16129,20444,14935,4279,6527,0,13242,0,1398,-1169,0,-536,-202,-510,584,0,0,0,0
26-AUG-2020,8,16185,20474,14890,4166,6527,0,13242,0,1525,-1168,0,-508,-203,-385,576,0,0,0,0
26-AUG-2020,9,16320,19920,14955,4065,6527,0,13242,0,1517,-1113,0,209,-202,-232,-36,0,0,0,0
26-AUG-2020,10,16597,19875,15157,3937,6527,0,13242,0,1333,-1112,0,228,-186,-80,-67,0,0,0,0
26-AUG-2020,11,17251,19723,15732,3838,6527,0,13242,0,507,-1190,0,-127,-99,63,-49,0,0,0,0
26-AUG-2020,12,18066,19949,16447,3722,6527,0,13242,0,17,-1180,0,-138,46,209,-48,0,0,0,0
26-AUG-2020,13,19670,20943,17874,3543,6527,2,13242,0,50,-462,0,-108,142,359,-153,0,0,0,0
26-AUG-2020,14,21421,22623,19397,3326,6527,91,13242,0,12,-428,0,-106,95,374,-156,0,0,0,0
26-AUG-2020,15,23296,25172,20980,3165,6527,355,13242,0,14,-1000,0,-316,-16,225,-30,0,0,0,0
26-AUG-2020,16,24565,26354,21987,2983,6527,717,13242,0,9,-958,0,-318,50,71,-4,0,0,0,0
26-AUG-2020,17,26286,26944,23542,2841,6527,1270,13242,0,9,353,0,639,-83,-66,841,0,0,0,0
26-AUG-2020,18,26958,27842,24141,2688,6527,2191,13242,0,9,488,0,775,-216,-159,893,0,0,0,0
26-AUG-2020,19,27588,28583,24680,2556,6527,2701,13242,0,9,1254,0,681,-362,-124,901,0,0,0,0
26-AUG-2020,20,27817,28797,24835,2427,6527,2805,13242,0,8,1300,0,677,-348,-124,901,0,0,0,0
26-AUG-2020,21,27851,28715,24827,2251,6527,3249,13242,0,8,1349,0,859,-341,-15,877,0,0,0,0
26-AUG-2020,22,27670,28648,24679,2084,6527,3755,13242,0,8,1339,0,867,-414,-57,876,0,0,0,0
26-AUG-2020,23,27709,28589,24673,1950,6527,4477,13242,0,7,639,0,842,-284,-89,945,0,0,0,0
26-AUG-2020,24,27758,28608,24695,1842,6527,4496,13242,0,8,607,0,841,-166,-176,947,0,0,0,0
26-AUG-2020,25,28140,29031,25048,1799,6527,4753,13242,0,8,1201,0,881,-149,-234,692,0,0,0,0
26-AUG-2020,26,28137,29051,25060,1788,6527,4689,13242,0,8,1231,0,883,-165,-241,683,0,0,0,0
26-AUG-2020,27,28031,28857,24967,1568,6527,4768,13242,0,8,998,0,947,-222,-96,879,0,0,0,0
26-AUG-2020,28,27797,28655,24761,1384,6527,4534,13242,0,8,984,0,950,-258,-92,887,0,0,0,0
26-AUG-2020,29,27461,28244,24478,1388,6527,4496,13242,0,8,466,0,997,-266,-9,942,0,0,0,0
26-AUG-2020,30,27413,28198,24453,1424,6527,4508,13242,0,8,442,0,999,-272,-5,944,0,0,0,0
26-AUG-2020,31,27453,28351,24497,1302,6527,4177,13242,0,8,376,0,947,-283,-107,921,0,0,0,0
26-AUG-2020,32,27808,28680,24831,1232,6527,3932,13242,0,8,396,0,945,-196,-168,920,0,0,0,0
26-AUG-2020,33,28359,29355,25301,1122,6527,3435,13242,0,8,1270,0,895,-285,-203,1015,0,0,0,0
26-AUG-2020,34,29192,30174,26047,1045,6527,3063,13242,0,9,1327,0,893,-271,-202,1018,0,0,0,0
26-AUG-2020,35,30125,31236,26907,918,6527,2796,13242,0,8,1496,0,1050,-400,-203,988,0,0,0,0
26-AUG-2020,36,30839,31965,27638,845,6527,2030,13242,0,8,1502,0,1056,-416,-202,986,0,0,0,0
26-AUG-2020,37,31143,32179,28035,752,6527,1494,13242,0,9,1503,0,1056,-325,-202,848,0,0,0,0
26-AUG-2020,38,31086,32028,28033,701,6527,840,13242,0,8,1503,0,1057,-231,-203,844,0,0,0,0
26-AUG-2020,39,30794,31747,27803,623,6527,346,13242,0,7,1406,0,1056,-243,-203,844,0,0,0,0
26-AUG-2020,40,30500,31478,27554,594,6527,51,13242,0,7,1403,0,1058,-268,-203,843,0,0,0,0
26-AUG-2020,41,30600,31428,27673,518,6527,0,13242,0,5,1402,0,1056,-121,-202,917,0,0,0,0
26-AUG-2020,42,30494,31342,27549,475,6527,0,13242,0,5,1402,0,1056,-140,-203,919,0,0,0,0
26-AUG-2020,43,29675,30650,26781,454,6527,0,13242,0,3,1059,0,1002,-231,-241,694,0,0,0,0
26-AUG-2020,44,28495,29594,25745,455,6527,0,13242,0,6,985,0,999,-364,-229,685,0,0,0,0
26-AUG-2020,45,27259,28144,24634,438,6527,0,13242,0,4,701,0,999,-304,-77,572,0,0,0,0
26-AUG-2020,46,25821,26633,23304,439,6527,0,13242,0,10,640,0,1000,-303,0,568,0,0,0,0
26-AUG-2020,47,24232,25120,21881,418,6527,0,13242,0,14,-143,0,999,-233,4,681,0,0,0,0
26-AUG-2020,48,22946,24060,20720,418,6527,0,13242,0,293,-241,0,999,-81,1,686,0,0,0,0
