SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
01-JAN-2020,1,26340,27153,23821,1073,6465,0,13040,0,15,1703,0,852,-151,-47,854,0,0,0,0
01-JAN-2020,2,26921,27684,24393,1020,6465,0,13040,0,17,1703,0,853,-146,0,854,0,0,0,0
01-JAN-2020,3,26569,27240,24085,1010,6465,0,13040,0,18,1703,0,852,-53,0,854,0,0,0,0
01-JAN-2020,4,25754,26435,23350,1043,6465,0,13040,0,15,1703,0,852,-66,0,854,0,0,0,0
01-JAN-2020,5,25075,25824,22788,1001,6465,0,13040,0,15,1704,0,853,-74,-60,854,0,0,0,0
01-JAN-2020,6,24468,25542,22212,985,6465,0,13040,0,332,1703,0,845,-74,-68,854,0,0,0,0
01-JAN-2020,7,23724,25226,21455,964,6465,0,13040,0,828,1703,0,213,-74,0,854,0,0,0,0
01-JAN-2020,8,23041,24573,20859,967,6465,0,13040,0,858,1703,0,174,-74,0,832,0,0,0,0
01-JAN-2020,9,22537,23822,20472,975,6465,0,13040,0,593,1704,0,104,-74,0,-18,0,0,0,0
01-JAN-2020,10,22322,23898,20314,1016,6465,0,13040,0,830,1704,0,102,-74,0,-72,0,0,0,0
01-JAN-2020,11,22358,23879,20376,1085,6465,0,13040,0,847,1700,0,316,-74,0,175,0,0,0,0
01-JAN-2020,12,22511,24017,20540,1177,6465,0,13040,0,841,1700,0,336,-65,0,193,0,0,0,0
01-JAN-2020,13,23354,24795,21325,1169,6465,0,13040,0,841,1703,0,587,13,0,808,0,0,0,0
01-JAN-2020,14,23690,25038,21728,1194,6465,0,13040,0,708,1703,0,598,-40,0,839,0,0,0,0
01-JAN-2020,15,24162,25199,22203,1158,6465,0,13040,0,355,1704,0,785,-82,0,853,0,0,0,0
01-JAN-2020,16,24414,25297,22476,1183,6465,0,13040,0,283,1704,0,792,13,0,854,0,0,0,0
01-JAN-2020,17,24904,25618,22941,1203,6465,0,13040,0,114,1704,0,851,14,0,854,0,0,0,0
01-JAN-2020,18,25639,26254,23645,1283,6465,44,13040,0,15,1704,0,853,14,0,854,0,0,0,0
01-JAN-2020,19,26840,27506,24776,1217,6465,264,13040,0,14,1704,0,854,-52,15,854,0,0,0,0
01-JAN-2020,20,28095,28707,25857,1195,6465,615,13040,0,12,1703,0,854,61,114,854,0,0,0,0
01-JAN-2020,21,29209,29818,26849,1213,6465,897,13040,0,9,1798,0,900,69,23,900,0,0,0,0
01-JAN-2020,22,29757,30366,27331,1267,6465,1079,13040,0,9,1801,0,902,66,78,902,0,0,0,0
01-JAN-2020,23,30508,31117,28051,1386,6465,1077,13040,0,9,1954,0,976,79,134,977,0,0,0,0
01-JAN-2020,24,31378,31987,28886,1531,6465,1081,13040,0,9,1959,0,979,69,124,980,0,0,0,0
01-JAN-2020,25,32317,32961,29747,1538,6465,1067,13040,0,9,1998,0,999,-35,10,999,0,0,0,0
01-JAN-2020,26,32654,33263,30008,1555,6465,1122,13040,0,9,2000,0,1000,20,0,1000,0,0,0,0
01-JAN-2020,27,32943,33554,30251,1590,6465,851,13040,0,11,2000,0,999,73,24,1000,0,0,0,0
01-JAN-2020,28,33021,33633,30300,1639,6465,694,13040,0,12,1999,0,999,48,112,1000,0,0,0,0
01-JAN-2020,29,33273,33882,30601,1616,6465,457,13040,0,9,2000,0,999,81,250,1000,0,0,0,0
01-JAN-2020,30,33502,34111,30821,1587,6465,240,13040,0,9,1999,0,1000,81,227,1000,0,0,0,0
01-JAN-2020,31,33908,34517,31160,1643,6465,61,13040,0,9,2000,0,956,81,353,973,0,0,0,0
01-JAN-2020,32,34616,35225,31801,1708,6465,5,13040,0,9,2000,0,954,81,485,972,0,0,0,0
01-JAN-2020,33,35524,36139,32662,1764,6465,0,13040,0,15,1999,0,998,81,504,1018,0,0,0,0
01-JAN-2020,34,36757,37364,33837,1840,6465,0,13040,0,7,1999,0,1000,81,504,1020,0,0,0,0
01-JAN-2020,35,37271,37877,34372,1890,6465,0,13040,0,6,2000,0,980,81,504,969,0,0,0,0
01-JAN-2020,36,37061,37667,34243,1942,6465,0,13040,0,6,2000,0,978,81,504,949,0,0,0,0
01-JAN-2020,37,36138,36745,33460,1965,6465,0,13040,0,7,2000,0,898,81,504,147,0,0,0,0
01-JAN-2020,38,35398,36006,32793,1992,6465,0,13040,0,8,2001,0,895,81,504,99,0,0,0,0
01-JAN-2020,39,34613,35221,32127,2046,6465,0,13040,0,8,2001,0,729,81,504,127,0,0,0,0
01-JAN-2020,40,33645,34254,31204,2100,6465,0,13040,0,9,2000,0,723,81,504,128,0,0,0,0
01-JAN-2020,41,32734,33343,30388,2172,6465,0,13040,0,9,2000,0,831,81,504,337,0,0,0,0
01-JAN-2020,42,31564,32173,29371,2236,6465,0,13040,0,9,2000,0,835,81,504,340,0,0,0,0
01-JAN-2020,43,30352,31121,28221,2235,6465,0,13040,0,9,1906,0,945,81,504,-160,0,0,0,0
01-JAN-2020,44,28724,29519,26747,2251,6465,0,13040,0,9,1899,0,950,81,504,-186,0,0,0,0
01-JAN-2020,45,27187,28451,25315,2353,6465,0,13040,0,9,1430,0,856,81,504,-655,0,0,0,0
01-JAN-2020,46,25909,27181,24056,2450,6465,0,13040,0,9,1396,0,850,81,504,-663,0,0,0,0
01-JAN-2020,47,24414,25023,22661,2532,6465,0,13040,0,9,695,0,419,81,504,19,0,0,0,0
01-JAN-2020,48,23293,23906,21680,2611,6465,0,13040,0,13,659,0,396,81,504,56,0,0,0,0
02-JAN-2020,1,23040,23830,21509,2714,6465,0,13040,0,190,1151,0,136,81,504,115,0,0,0,0
02-JAN-2020,2,23334,24221,21879,2803,6465,0,13040,0,287,1162,0,123,81,504,118,0,0,0,0
02-JAN-2020,3,23037,23938,21619,2837,6465,0,13040,0,289,441,0,258,81,504,-12,0,0,0,0
02-JAN-2020,4,22355,23736,21009,2863,6465,0,13040,0,764,323,0,264,81,504,-17,0,0,0,0
02-JAN-2020,5,21773,24031,20517,2901,6465,0,13040,0,606,-1051,0,310,81,504,-1,0,0,0,0
02-JAN-2020,6,21437,24080,20202,2934,6465,0,13040,0,852,-1190,0,312,81,504,-1,0,0,0,0
02-JAN-2020,7,20953,24037,19694,3007,6465,0,13040,0,591,-1609,0,134,81,504,-284,0,0,0,0
02-JAN-2020,8,20625,24090,19356,3089,6465,0,13040,0,940,-1628,0,126,81,504,-297,0,0,0,0
02-JAN-2020,9,20398,24410,19161,3165,6465,0,13040,0,703,-1628,0,-337,81,504,-744,0,0,0,0
02-JAN-2020,10,20523,24637,19253,3264,6465,0,13040,0,747,-1627,0,-378,81,504,-763,0,0,0,0
02-JAN-2020,11,21150,24518,19891,3346,6465,0,13040,0,564,-1378,0,-143,81,504,-684,0,0,0,0
02-JAN-2020,12,22034,25080,20791,3401,6465,0,13040,0,273,-1369,0,-132,81,504,-672,0,0,0,0
02-JAN-2020,13,24339,27009,23046,3382,6465,0,13040,0,8,-1734,0,-294,81,504,-33,0,0,0,0
02-JAN-2020,14,26141,28804,24792,3370,6465,0,13040,0,8,-1735,0,-302,81,504,-18,0,0,0,0
02-JAN-2020,15,28428,30972,26994,3489,6465,0,13040,0,9,-969,0,-147,81,504,-819,0,0,0,0
02-JAN-2020,16,29932,32463,28484,3605,6465,0,13040,0,9,-923,0,-141,81,504,-858,0,0,0,0
02-JAN-2020,17,31417,33373,29916,3759,6465,0,13040,0,9,-1104,0,-2,81,504,-241,0,0,0,0
02-JAN-2020,18,32717,34628,31152,3890,6465,75,13040,0,9,-1091,0,0,81,504,-211,0,0,0,0
02-JAN-2020,19,34075,34926,32315,3890,6465,287,13040,0,9,-235,0,0,81,504,-7,0,0,0,0
02-JAN-2020,20,34646,35434,32759,3866,6465,500,13040,0,8,-180,0,0,81,504,0,0,0,0,0
02-JAN-2020,21,35016,35742,33025,3994,6465,865,13040,0,9,-117,0,0,81,504,0,0,0,0,0
02-JAN-2020,22,35202,35923,33137,4091,6465,749,13040,0,7,-114,0,0,81,504,0,0,0,0,0
02-JAN-2020,23,35668,36276,33513,4211,6465,765,13040,0,8,244,0,0,81,504,0,0,0,0,0
02-JAN-2020,24,35977,36586,33749,4277,6465,784,13040,0,9,261,0,0,81,504,0,0,0,0,0
02-JAN-2020,25,36409,37018,34122,4354,6465,683,13040,0,9,517,0,0,81,504,0,0,0,0,0
02-JAN-2020,26,36431,37040,34114,4418,6465,560,13040,0,9,524,0,0,81,504,0,0,0,0,0
02-JAN-2020,27,36389,36998,34074,4406,6465,450,13040,0,9,23,0,0,81,504,0,0,0,0,0
02-JAN-2020,28,36185,36794,33901,4388,6465,386,13040,0,9,0,0,0,81,504,0,0,0,0,0
02-JAN-2020,29,36394,37001,34143,4348,6465,264,13040,0,7,0,0,178,81,504,0,0,0,0,0
02-JAN-2020,30,36720,37328,34488,4272,6465,138,13040,0,8,0,0,190,81,504,0,0,0,0,0
02-JAN-2020,31,37055,37959,34835,4348,6465,29,13040,0,11,276,0,-146,81,504,-147,0,0,0,0
02-JAN-2020,32,37376,38287,35143,4389,6465,2,13040,0,13,356,0,-158,79,456,-140,0,0,0,0
02-JAN-2020,33,38890,39508,36496,4394,6465,0,13040,0,18,1673,0,254,22,310,530,0,0,0,0
02-JAN-2020,34,40066,40678,37508,4353,6465,0,13040,0,12,1799,0,282,64,230,567,0,0,0,0
02-JAN-2020,35,40528,41219,37872,4306,6465,0,13040,0,8,1991,0,630,-83,82,954,0,0,0,0
02-JAN-2020,36,40391,41213,37789,4222,6465,0,13040,0,7,1998,0,647,-190,-25,960,0,0,0,0
02-JAN-2020,37,39465,40445,36967,4291,6465,0,13040,0,8,1664,0,642,-287,-85,316,0,0,0,0
02-JAN-2020,38,38499,39762,36105,4307,6465,0,13040,0,8,1651,0,642,-427,-228,295,0,0,0,0
02-JAN-2020,39,37487,38702,35213,4244,6465,0,13040,0,9,1736,0,866,-424,-182,982,0,0,0,0
02-JAN-2020,40,36378,37631,34114,4149,6465,0,13040,0,9,1739,0,876,-453,-191,1019,0,0,0,0
02-JAN-2020,41,34913,35987,32717,4059,6465,0,13040,0,9,1988,0,770,-363,-102,914,0,0,0,0
02-JAN-2020,42,33342,34340,31303,3898,6465,0,13040,0,12,1923,0,766,-307,-79,911,0,0,0,0
02-JAN-2020,43,31761,32539,29781,3894,6465,0,13040,0,14,567,0,887,-164,53,926,0,0,0,0
02-JAN-2020,44,29883,30589,28056,3829,6465,0,13040,0,13,402,0,893,-93,23,911,0,0,0,0
02-JAN-2020,45,28148,29372,26393,3817,6465,0,13040,0,14,-610,0,805,59,113,150,0,0,0,0
02-JAN-2020,46,26914,28215,25042,3745,6465,0,13040,0,13,-688,0,802,67,144,103,0,0,0,0
02-JAN-2020,47,25394,26936,23633,3576,6465,0,13040,0,11,-575,0,657,80,283,-356,0,0,0,0
02-JAN-2020,48,24208,25766,22550,3386,6465,0,13041,0,12,-570,0,650,81,352,-376,0,0,0,0
03-JAN-2020,1,23901,25670,22216,3196,6465,0,13041,0,14,-780,0,450,81,353,-375,0,0,0,0
03-JAN-2020,2,24396,26185,22660,3006,6465,0,13041,0,28,-786,0,433,81,353,-375,0,0,0,0
03-JAN-2020,3,24294,26280,22495,2851,6465,0,13041,0,728,-335,0,105,47,353,-323,0,0,0,0
03-JAN-2020,4,23760,26052,21933,2715,6465,0,13041,0,1065,-290,0,102,-16,352,-321,0,0,0,0
03-JAN-2020,5,23295,25819,21467,2545,6465,0,13041,0,1461,614,0,-98,-18,354,-347,0,0,0,0
03-JAN-2020,6,23077,25719,21217,2391,6465,0,13041,0,1521,677,0,-104,-69,354,-348,0,0,0,0
03-JAN-2020,7,22818,25454,20955,2409,6465,0,13041,0,1445,1049,0,-103,-224,354,-264,0,0,0,0
03-JAN-2020,8,22498,25083,20547,2456,6465,0,13041,0,1363,1040,0,-103,-258,355,-261,0,0,0,0
03-JAN-2020,9,22201,24274,20322,2399,6465,0,13041,0,1197,147,0,-2,-109,330,-165,0,0,0,0
03-JAN-2020,10,22206,24060,20416,2360,6465,0,13041,0,1042,86,0,0,-51,234,-162,0,0,0,0
03-JAN-2020,11,22905,23998,21113,2415,6465,0,13041,0,360,54,0,307,29,82,-134,0,0,0,0
03-JAN-2020,12,23820,24641,21962,2527,6465,0,13041,0,100,91,0,340,52,0,-121,0,0,0,0
03-JAN-2020,13,26175,26874,24148,2508,6465,0,13041,0,19,1153,0,590,-80,0,539,0,0,0,0
03-JAN-2020,14,27751,28549,25595,2510,6465,0,13041,0,62,1248,0,601,-136,0,573,0,0,0,0
03-JAN-2020,15,29967,30917,27627,2514,6465,0,13041,0,70,1959,0,896,-280,0,280,0,0,0,0
03-JAN-2020,16,31730,32790,29263,2550,6465,0,13041,0,127,2000,0,908,-333,0,277,0,0,0,0
03-JAN-2020,17,33354,34485,30727,2573,6465,0,13041,0,92,1999,0,555,-439,0,878,0,0,0,0
03-JAN-2020,18,34632,35748,31880,2594,6465,52,13041,0,18,1999,0,538,-453,-45,908,0,0,0,0
03-JAN-2020,19,35866,37041,33105,2519,6465,239,13041,0,14,1999,0,609,-370,-191,996,0,0,0,0
03-JAN-2020,20,36177,37397,33426,2492,6465,558,13041,0,12,1998,0,574,-383,-225,999,0,0,0,0
03-JAN-2020,21,36095,37496,33343,2491,6465,1054,13041,0,12,1999,0,-101,-446,-242,1000,0,0,0,0
03-JAN-2020,22,35671,37127,32916,2527,6465,1766,13041,0,14,1998,0,-109,-455,-278,999,0,0,0,0
03-JAN-2020,23,35545,36907,32740,2652,6465,2510,13041,0,13,1999,0,216,-455,-294,999,0,0,0,0
03-JAN-2020,24,35622,36989,32790,2789,6465,2794,13041,0,8,1999,0,237,-455,-304,1000,0,0,0,0
03-JAN-2020,25,35558,36970,32669,2882,6465,3116,13041,0,9,1998,0,328,-410,-393,1000,0,0,0,0
03-JAN-2020,26,35244,36668,32398,2960,6465,3297,13041,0,9,1998,0,333,-453,-362,999,0,0,0,0
03-JAN-2020,27,35109,36386,32336,2893,6465,2964,13041,0,9,1998,0,727,-455,-213,999,0,0,0,0
03-JAN-2020,28,34840,36071,32210,2825,6465,2675,13041,0,9,1999,0,747,-455,-167,998,0,0,0,0
03-JAN-2020,29,35189,36253,32555,2830,6465,2259,13041,0,9,1999,0,793,-421,-34,967,0,0,0,0
03-JAN-2020,30,35504,36592,32848,2828,6465,1568,13041,0,9,1999,0,796,-441,-38,966,0,0,0,0
03-JAN-2020,31,36286,37213,33608,2712,6465,702,13041,0,9,1999,0,785,-318,0,998,0,0,0,0
03-JAN-2020,32,37264,38115,34521,2623,6465,105,13041,0,9,1999,0,785,-242,0,1000,0,0,0,0
03-JAN-2020,33,38661,39646,35773,2633,6465,0,13041,0,9,1999,0,968,-364,-12,1019,0,0,0,0
03-JAN-2020,34,40813,41788,37726,2664,6465,0,13041,0,7,1999,0,975,-324,-44,1019,0,0,0,0
03-JAN-2020,35,41630,42853,38435,2660,6465,0,13041,0,6,1999,0,999,-428,-189,1019,0,0,0,0
03-JAN-2020,36,41402,42723,38291,2683,6465,0,13041,0,6,1999,0,999,-456,-259,1020,0,0,0,0
03-JAN-2020,37,40851,42034,37849,2691,6465,0,13041,0,7,1999,0,969,-456,-120,1019,0,0,0,0
03-JAN-2020,38,40278,41446,37354,2708,6465,0,13041,0,8,1999,0,967,-455,-105,1019,0,0,0,0
03-JAN-2020,39,39468,40449,36721,2685,6465,0,13041,0,9,1999,0,1054,-361,-11,1020,0,0,0,0
03-JAN-2020,40,38198,39073,35579,2662,6465,0,13041,0,9,1999,0,1056,-266,0,1019,0,0,0,0
03-JAN-2020,41,36679,37407,34124,2717,6465,0,13041,0,9,1998,0,1057,-119,0,1019,0,0,0,0
03-JAN-2020,42,35029,35720,32663,2771,6465,0,13041,0,9,1953,0,1056,-82,0,1020,0,0,0,0
03-JAN-2020,43,33325,34108,31085,2807,6465,0,13041,0,14,829,0,1002,-169,0,1000,0,0,0,0
03-JAN-2020,44,31540,32252,29405,2846,6465,0,13041,0,14,737,0,1000,-98,3,994,0,0,0,0
03-JAN-2020,45,29900,30513,27840,2903,6465,0,13041,0,13,458,0,887,49,76,455,0,0,0,0
03-JAN-2020,46,28547,29157,26571,2957,6465,0,13041,0,10,398,0,880,70,7,430,0,0,0,0
03-JAN-2020,47,26801,28178,24954,2921,6465,0,13041,0,9,-766,0,388,-2,0,650,0,0,0,0
03-JAN-2020,48,25719,27356,23959,2880,6465,0,13041,0,143,-865,0,352,-29,0,658,0,0,0,0
04-JAN-2020,1,25196,27136,23492,2950,6465,0,13041,0,115,-1049,0,-98,-78,0,773,0,0,0,0
04-JAN-2020,2,25422,27364,23767,3020,6465,0,13041,0,173,-1056,0,-113,61,65,765,0,0,0,0
04-JAN-2020,3,24856,26883,23270,3063,6465,0,13041,0,159,-1164,0,-104,69,212,81,0,0,0,0
04-JAN-2020,4,23933,26200,22493,3099,6465,0,13041,0,359,-1170,0,-104,-34,156,43,0,0,0,0
04-JAN-2020,5,23183,25936,21763,3174,6465,0,13041,0,551,-1602,0,318,62,21,2,0,0,0,0
04-JAN-2020,6,22654,25675,21251,3229,6465,0,13041,0,800,-1621,0,346,36,0,0,0,0,0,0
04-JAN-2020,7,22212,25763,20774,3251,6465,0,13041,0,1311,-1617,0,3,43,0,-23,0,0,0,0
04-JAN-2020,8,21660,25424,20191,3259,6465,0,13041,0,1522,-1616,0,0,45,0,-26,0,0,0,0
04-JAN-2020,9,21269,25453,19876,3291,6465,0,13041,0,1641,-1526,0,0,27,0,-417,0,0,0,0
04-JAN-2020,10,21130,25181,19788,3307,6465,0,13041,0,1500,-1521,0,0,27,0,-430,0,0,0,0
04-JAN-2020,11,21355,25028,20002,3224,6465,0,13041,0,1534,-1522,0,145,63,69,-17,0,0,0,0
04-JAN-2020,12,21746,24972,20328,3131,6465,0,13041,0,1103,-1523,0,155,69,128,11,0,0,0,0
04-JAN-2020,13,22964,25898,21469,3092,6465,0,13041,0,741,-1525,0,433,-68,276,672,0,0,0,0
04-JAN-2020,14,23887,26409,22285,3056,6465,0,13041,0,424,-1467,0,445,-31,267,707,0,0,0,0
04-JAN-2020,15,25456,26610,23628,2933,6465,0,13041,0,21,-457,0,626,-76,115,800,0,0,0,0
04-JAN-2020,16,26653,27533,24692,2800,6465,0,13041,0,83,-197,0,591,62,32,804,0,0,0,0
04-JAN-2020,17,28102,28907,26045,2720,6465,3,13041,0,106,1607,0,-99,81,83,803,0,0,0,0
04-JAN-2020,18,29478,30200,27313,2650,6465,173,13041,0,14,1797,0,-108,81,170,803,0,0,0,0
04-JAN-2020,19,30911,31524,28549,2678,6465,497,13041,0,13,1991,0,759,52,41,754,0,0,0,0
04-JAN-2020,20,31797,32406,29315,2713,6465,677,13041,0,9,1999,0,955,14,0,753,0,0,0,0
04-JAN-2020,21,32400,33129,29745,2724,6465,976,13041,0,9,1854,0,1011,-84,-36,924,0,0,0,0
04-JAN-2020,22,32626,33517,29921,2733,6465,1385,13041,0,9,1848,0,1013,-242,-40,930,0,0,0,0
04-JAN-2020,23,32772,33702,29985,2669,6465,1934,13041,0,9,1993,0,1014,-321,0,996,0,0,0,0
04-JAN-2020,24,32701,33640,29847,2612,6465,2271,13041,0,9,1999,0,1013,-330,0,999,0,0,0,0
04-JAN-2020,25,32546,33455,29699,2619,6465,2612,13041,0,9,1998,0,956,-300,0,1000,0,0,0,0
04-JAN-2020,26,32501,33427,29624,2642,6465,2422,13041,0,9,1998,0,953,-317,0,1000,0,0,0,0
04-JAN-2020,27,32506,33332,29611,2504,6465,2206,13041,0,9,1999,0,954,-217,0,999,0,0,0,0
04-JAN-2020,28,32501,33259,29716,2383,6465,1614,13041,0,9,1999,0,954,-149,0,999,0,0,0,0
04-JAN-2020,29,32647,33298,29940,2232,6465,1078,13041,0,8,1999,0,933,-43,0,1000,0,0,0,0
04-JAN-2020,30,33019,33697,30308,2102,6465,553,13041,0,9,1999,0,933,-69,0,999,0,0,0,0
04-JAN-2020,31,33477,34308,30741,2028,6465,253,13041,0,8,2000,0,925,-223,0,856,0,0,0,0
04-JAN-2020,32,34278,35151,31510,1995,6465,50,13041,0,15,2000,0,924,-258,0,851,0,0,0,0
04-JAN-2020,33,35896,36683,32992,1866,6465,0,13041,0,18,1999,0,997,-169,0,961,0,0,0,0
04-JAN-2020,34,37748,38524,34691,1767,6465,0,13041,0,11,1999,0,999,-165,0,965,0,0,0,0
04-JAN-2020,35,38501,39228,35396,1719,6465,0,13041,0,10,2000,0,999,-117,0,1018,0,0,0,0
04-JAN-2020,36,38644,39414,35566,1698,6465,0,13041,0,11,1999,0,1000,-159,0,1020,0,0,0,0
04-JAN-2020,37,38358,39071,35351,1666,6465,0,13041,0,10,2000,0,1054,-103,0,1020,0,0,0,0
04-JAN-2020,38,37684,38415,34790,1657,6465,0,13041,0,7,1999,0,1056,-124,0,1019,0,0,0,0
04-JAN-2020,39,36936,37590,34106,1619,6465,0,13041,0,13,1999,0,1057,-41,0,1020,0,0,0,0
04-JAN-2020,40,35980,36635,33250,1608,6465,0,13041,0,18,1999,0,1056,-37,0,1020,0,0,0,0
04-JAN-2020,41,34754,35370,32146,1665,6465,0,13041,0,16,1999,0,1056,61,64,1019,0,0,0,0
04-JAN-2020,42,33613,34228,31188,1744,6465,0,13041,0,15,1999,0,1056,81,198,1020,0,0,0,0
04-JAN-2020,43,32340,32954,30060,1824,6465,0,13041,0,14,2000,0,801,81,347,1001,0,0,0,0
04-JAN-2020,44,30787,31401,28746,1915,6465,0,13041,0,14,1999,0,788,81,408,1000,0,0,0,0
04-JAN-2020,45,29194,29807,27234,1945,6465,0,13041,0,13,1903,0,424,81,496,953,0,0,0,0
04-JAN-2020,46,27809,28423,25890,1998,6465,0,13041,0,14,1896,0,407,81,462,950,0,0,0,0
04-JAN-2020,47,26382,26996,24616,2046,6465,0,13041,0,14,1427,0,696,76,367,716,0,0,0,0
04-JAN-2020,48,25407,26017,23767,2117,6465,0,13041,0,10,1405,0,708,26,217,707,0,0,0,0
05-JAN-2020,1,25028,25639,23349,2103,6465,0,13041,0,11,1367,0,341,120,219,683,0,0,0,0
05-JAN-2020,2,25205,25820,23610,2105,6465,0,13041,0,15,1365,0,315,132,287,682,0,0,0,0
05-JAN-2020,3,24654,25623,23143,2109,6465,0,13041,0,16,1365,0,-353,132,433,454,0,0,0,0
05-JAN-2020,4,23828,25157,22435,2132,6465,0,13041,0,332,1365,0,-397,116,470,436,0,0,0,0
05-JAN-2020,5,23101,24789,21785,2165,6465,0,13041,0,318,1201,0,-564,131,504,-206,0,0,0,0
05-JAN-2020,6,22619,24318,21301,2224,6465,0,13041,0,288,1163,0,-572,132,504,-239,0,0,0,0
05-JAN-2020,7,22266,23508,20914,2282,6465,0,13041,0,105,173,0,-404,132,504,-133,0,0,0,0
05-JAN-2020,8,21838,23197,20449,2359,6465,0,13041,0,232,65,0,-397,132,504,-130,0,0,0,0
05-JAN-2020,9,21285,23494,19944,2379,6465,0,13041,0,184,-990,0,-303,132,504,-132,0,0,0,0
05-JAN-2020,10,21039,23627,19717,2404,6465,0,13041,0,486,-1071,0,-299,132,504,-132,0,0,0,0
05-JAN-2020,11,21034,23578,19711,2413,6465,0,13041,0,368,-1133,0,-369,132,504,-74,0,0,0,0
05-JAN-2020,12,21205,23739,19854,2459,6465,0,13041,0,356,-1133,0,-372,132,504,-73,0,0,0,0
05-JAN-2020,13,21973,24328,20494,2512,6465,0,13041,0,245,-695,0,-377,132,504,-438,0,0,0,0
05-JAN-2020,14,22581,24975,21066,2578,6465,0,13041,0,296,-670,0,-377,132,504,-451,0,0,0,0
05-JAN-2020,15,23538,25415,21966,2595,6465,0,13041,0,111,-135,0,-531,132,504,-500,0,0,0,0
05-JAN-2020,16,24243,26107,22650,2641,6465,0,13041,0,139,-85,0,-538,132,504,-502,0,0,0,0
05-JAN-2020,17,25412,27290,23724,2641,6465,0,13041,0,516,783,0,-377,132,504,-385,0,0,0,0
05-JAN-2020,18,26902,28312,25192,2641,6465,47,13041,0,67,857,0,-370,132,504,-373,0,0,0,0
05-JAN-2020,19,28565,29528,26758,2609,6465,223,13041,0,14,1654,0,-349,132,504,240,0,0,0,0
05-JAN-2020,20,29735,30687,27859,2584,6465,486,13041,0,13,1704,0,-339,132,476,272,0,0,0,0
05-JAN-2020,21,30908,31520,28918,2723,6465,707,13041,0,12,1799,0,460,132,347,546,0,0,0,0
05-JAN-2020,22,31545,32154,29470,2837,6465,865,13041,0,9,1802,0,533,132,337,558,0,0,0,0
05-JAN-2020,23,32124,32734,29994,2856,6465,926,13041,0,10,1896,0,230,132,199,861,0,0,0,0
05-JAN-2020,24,32738,33347,30549,2865,6465,989,13041,0,9,1899,0,219,132,193,873,0,0,0,0
05-JAN-2020,25,33344,33953,31093,2871,6465,963,13041,0,9,1900,0,732,132,96,754,0,0,0,0
05-JAN-2020,26,33675,34284,31355,2890,6465,790,13041,0,9,1900,0,760,132,105,749,0,0,0,0
05-JAN-2020,27,33570,34179,31237,2856,6465,646,13041,0,9,1901,0,677,132,202,488,0,0,0,0
05-JAN-2020,28,33729,34338,31366,2818,6465,552,13041,0,9,1901,0,674,132,195,479,0,0,0,0
05-JAN-2020,29,34037,34646,31634,2776,6465,515,13041,0,9,1900,0,794,132,325,792,0,0,0,0
05-JAN-2020,30,34261,34870,31828,2741,6465,430,13041,0,9,1900,0,799,132,263,805,0,0,0,0
05-JAN-2020,31,34866,35474,32366,2746,6465,184,13041,0,8,1900,0,901,132,237,946,0,0,0,0
05-JAN-2020,32,35620,36230,33044,2752,6465,24,13041,0,10,1900,0,907,132,292,951,0,0,0,0
05-JAN-2020,33,37246,37857,34475,2641,6465,0,13041,0,11,1996,0,972,132,205,1017,0,0,0,0
05-JAN-2020,34,38849,39458,35882,2529,6465,0,13041,0,9,2000,0,976,132,278,1020,0,0,0,0
05-JAN-2020,35,39634,40240,36576,2581,6465,0,13041,0,6,2000,0,925,92,172,1019,0,0,0,0
05-JAN-2020,36,39221,39829,36221,2624,6465,0,13041,0,8,1999,0,924,131,89,1020,0,0,0,0
05-JAN-2020,37,38677,39285,35817,2738,6465,0,13041,0,8,2000,0,850,132,86,949,0,0,0,0
05-JAN-2020,38,37729,38338,34971,2874,6465,0,13041,0,9,2000,0,847,91,143,947,0,0,0,0
05-JAN-2020,39,36857,37464,34263,2763,6465,0,13041,0,7,1999,0,837,131,292,955,0,0,0,0
05-JAN-2020,40,35480,36089,33081,2680,6465,0,13041,0,9,1999,0,836,131,329,956,0,0,0,0
05-JAN-2020,41,34329,34947,31926,2796,6465,0,13041,0,18,1999,0,638,131,461,940,0,0,0,0
05-JAN-2020,42,32794,33665,30500,2916,6465,0,13041,0,271,1999,0,629,131,504,940,0,0,0,0
05-JAN-2020,43,31418,32120,29244,2819,6465,0,13041,0,102,1808,0,599,131,504,802,0,0,0,0
05-JAN-2020,44,29779,30426,27707,2709,6465,0,13041,0,47,1777,0,598,131,504,795,0,0,0,0
05-JAN-2020,45,27933,28561,25996,2780,6465,0,13041,0,28,881,0,487,131,504,413,0,0,0,0
05-JAN-2020,46,26440,27119,24606,2844,6465,0,13041,0,79,783,0,460,125,504,394,0,0,0,0
05-JAN-2020,47,24442,25679,22768,2947,6465,0,13041,0,19,-268,0,-269,81,504,-81,0,0,0,0
